18/05/2016,193
19/05/2016,156
20/05/2016,194
21/05/2016,172
22/05/2016,177
23/05/2016,77
24/05/2016,198
25/05/2016,209
26/05/2016,186
27/05/2016,190
28/05/2016,179
29/05/2016,189
30/05/2016,198
31/05/2016,196
01/06/2016,208
02/06/2016,214
03/06/2016,197
04/06/2016,148
05/06/2016,173
06/06/2016,176
07/06/2016,186
08/06/2016,159
09/06/2016,175
10/06/2016,191
11/06/2016,185
12/06/2016,170
13/06/2016,216
14/06/2016,176
15/06/2016,169
16/06/2016,203
17/06/2016,197
18/06/2016,183
19/06/2016,171
20/06/2016,209
21/06/2016,213
22/06/2016,189
23/06/2016,196
24/06/2016,191
25/06/2016,190
26/06/2016,176
27/06/2016,187
28/06/2016,229
29/06/2016,213
30/06/2016,189
01/07/2016,101
02/07/2016,184
03/07/2016,205
04/07/2016,159
05/07/2016,151
06/07/2016,169
07/07/2016,179
08/07/2016,175
09/07/2016,166
10/07/2016,175
11/07/2016,204
12/07/2016,191
13/07/2016,204
14/07/2016,188
15/07/2016,181
16/07/2016,314
17/07/2016,178
18/07/2016,191
19/07/2016,188
20/07/2016,186
21/07/2016,171
22/07/2016,185
23/07/2016,181
24/07/2016,207
25/07/2016,192
26/07/2016,211
27/07/2016,180
28/07/2016,207
29/07/2016,197
30/07/2016,191
31/07/2016,189
01/08/2016,184
02/08/2016,175
03/08/2016,184
04/08/2016,198
05/08/2016,178
06/08/2016,202
07/08/2016,200
08/08/2016,224
09/08/2016,97
10/08/2016,187
11/08/2016,187
12/08/2016,206
13/08/2016,157
14/08/2016,181
15/08/2016,185
16/08/2016,177
17/08/2016,210
18/08/2016,184
19/08/2016,200
20/08/2016,194
21/08/2016,192
22/08/2016,180
23/08/2016,190
24/08/2016,177
25/08/2016,191
26/08/2016,171
27/08/2016,156
28/08/2016,184
29/08/2016,177
30/08/2016,155
31/08/2016,147
01/09/2016,184
02/09/2016,173
03/09/2016,177
04/09/2016,159
05/09/2016,185
06/09/2016,163
07/09/2016,187
08/09/2016,183
09/09/2016,187
10/09/2016,184
11/09/2016,183
12/09/2016,201
13/09/2016,185
14/09/2016,178
15/09/2016,172
16/09/2016,183
17/09/2016,183
18/09/2016,178
19/09/2016,199
20/09/2016,204
21/09/2016,162
22/09/2016,173
23/09/2016,158
24/09/2016,171
25/09/2016,187
26/09/2016,187
27/09/2016,189
28/09/2016,169
29/09/2016,188
30/09/2016,201
01/10/2016,183
02/10/2016,189
03/10/2016,190
04/10/2016,203
05/10/2016,180
06/10/2016,208
07/10/2016,197
08/10/2016,205
09/10/2016,172
10/10/2016,195
11/10/2016,118
12/10/2016,202
13/10/2016,192
14/10/2016,177
15/10/2016,185
16/10/2016,199
17/10/2016,218
18/10/2016,206
19/10/2016,206
20/10/2016,207
21/10/2016,199
22/10/2016,180
23/10/2016,204
24/10/2016,182
25/10/2016,199
26/10/2016,196
27/10/2016,196
28/10/2016,193
29/10/2016,187
30/10/2016,200
31/10/2016,203
01/11/2016,219
02/11/2016,210
03/11/2016,194
04/11/2016,58
05/11/2016,240
06/11/2016,215
07/11/2016,206
08/11/2016,87
09/11/2016,194
10/11/2016,207
11/11/2016,202
12/11/2016,180
13/11/2016,222
14/11/2016,219
15/11/2016,199
16/11/2016,222
17/11/2016,219
18/11/2016,195
19/11/2016,197
20/11/2016,209
21/11/2016,215
22/11/2016,212
23/11/2016,179
24/11/2016,220
25/11/2016,220
26/11/2016,230
27/11/2016,198
28/11/2016,196
29/11/2016,218
30/11/2016,209
01/12/2016,236
02/12/2016,206
03/12/2016,207
04/12/2016,190
05/12/2016,230
06/12/2016,195
07/12/2016,240
08/12/2016,220
09/12/2016,188
10/12/2016,241
11/12/2016,187
12/12/2016,227
13/12/2016,212
14/12/2016,211
15/12/2016,200
16/12/2016,214
17/12/2016,203
18/12/2016,207
19/12/2016,244
20/12/2016,222
21/12/2016,223
22/12/2016,235
23/12/2016,249
24/12/2016,223
25/12/2016,235
26/12/2016,232
27/12/2016,229
28/12/2016,224
29/12/2016,261
30/12/2016,274
31/12/2016,258
01/01/2017,286
02/01/2017,296
03/01/2017,273
04/01/2017,278
05/01/2017,273
06/01/2017,277
07/01/2017,269
08/01/2017,274
09/01/2017,294
10/01/2017,299
11/01/2017,295
12/01/2017,266
13/01/2017,282
14/01/2017,247
15/01/2017,254
16/01/2017,263
17/01/2017,282
18/01/2017,275
19/01/2017,258
20/01/2017,262
21/01/2017,230
22/01/2017,257
23/01/2017,268
24/01/2017,261
25/01/2017,270
26/01/2017,267
27/01/2017,248
28/01/2017,229
29/01/2017,224
30/01/2017,215
31/01/2017,244
01/02/2017,211
02/02/2017,236
03/02/2017,212
04/02/2017,249
05/02/2017,227
06/02/2017,214
07/02/2017,246
08/02/2017,255
09/02/2017,224
10/02/2017,85
11/02/2017,205
12/02/2017,185
13/02/2017,246
14/02/2017,209
15/02/2017,237
16/02/2017,229
17/02/2017,212
18/02/2017,190
19/02/2017,229
20/02/2017,220
21/02/2017,229
22/02/2017,233
23/02/2017,208
24/02/2017,214
25/02/2017,203
26/02/2017,190
27/02/2017,198
28/02/2017,240
01/03/2017,203
02/03/2017,232
03/03/2017,203
04/03/2017,211
05/03/2017,186
06/03/2017,234
07/03/2017,213
08/03/2017,203
09/03/2017,213
10/03/2017,227
11/03/2017,190
12/03/2017,189
13/03/2017,211
14/03/2017,202
15/03/2017,216
16/03/2017,197
17/03/2017,236
18/03/2017,204
19/03/2017,194
20/03/2017,241
21/03/2017,230
22/03/2017,203
23/03/2017,207
24/03/2017,212
25/03/2017,210
26/03/2017,185
27/03/2017,219
28/03/2017,192
29/03/2017,210
30/03/2017,193
31/03/2017,213
01/04/2017,173
02/04/2017,231
03/04/2017,217
04/04/2017,210
05/04/2017,182
06/04/2017,209
07/04/2017,183
08/04/2017,212
09/04/2017,205
10/04/2017,243
11/04/2017,209
12/04/2017,210
13/04/2017,199
14/04/2017,226
15/04/2017,204
16/04/2017,195
17/04/2017,232
18/04/2017,188
19/04/2017,204
20/04/2017,195
21/04/2017,191
22/04/2017,201
23/04/2017,188
24/04/2017,77
25/04/2017,216
26/04/2017,180
27/04/2017,218
28/04/2017,215
29/04/2017,190
30/04/2017,209
01/05/2017,187
02/05/2017,220
03/05/2017,179
04/05/2017,188
05/05/2017,81
06/05/2017,185
07/05/2017,219
08/05/2017,189
09/05/2017,214
10/05/2017,182
11/05/2017,161
12/05/2017,207
13/05/2017,201
14/05/2017,187
15/05/2017,220
16/05/2017,190
17/05/2017,186
18/05/2017,180
19/05/2017,182
20/05/2017,194
21/05/2017,202
22/05/2017,208
23/05/2017,221
24/05/2017,197
25/05/2017,182
26/05/2017,214
27/05/2017,193
28/05/2017,188
29/05/2017,219
30/05/2017,202
31/05/2017,190
01/06/2017,179
02/06/2017,208
03/06/2017,171
04/06/2017,183
05/06/2017,77
06/06/2017,168
07/06/2017,179
08/06/2017,190
09/06/2017,178
10/06/2017,184
11/06/2017,191
12/06/2017,178
13/06/2017,198
14/06/2017,209
15/06/2017,164
16/06/2017,199
17/06/2017,177
18/06/2017,169
19/06/2017,178
20/06/2017,220
21/06/2017,166
22/06/2017,166
23/06/2017,186
24/06/2017,205
25/06/2017,203
26/06/2017,192
27/06/2017,174
28/06/2017,202
29/06/2017,212
30/06/2017,190
01/07/2017,222
02/07/2017,250
03/07/2017,261
04/07/2017,220
05/07/2017,192
06/07/2017,197
07/07/2017,198
08/07/2017,182
09/07/2017,186
10/07/2017,219
11/07/2017,196
12/07/2017,183
13/07/2017,194
14/07/2017,204
15/07/2017,193
16/07/2017,191
17/07/2017,144
18/07/2017,190
19/07/2017,172
20/07/2017,204
21/07/2017,152
22/07/2017,172
23/07/2017,185
24/07/2017,189
25/07/2017,189
26/07/2017,193
27/07/2017,208
28/07/2017,172
29/07/2017,187
30/07/2017,166
31/07/2017,185
01/08/2017,182
02/08/2017,197
03/08/2017,199
04/08/2017,186
05/08/2017,169
06/08/2017,149
07/08/2017,175
08/08/2017,213
09/08/2017,195
10/08/2017,186
11/08/2017,166
12/08/2017,175
13/08/2017,186
14/08/2017,167
15/08/2017,172
16/08/2017,194
17/08/2017,172
18/08/2017,204
19/08/2017,203
20/08/2017,154
21/08/2017,208
22/08/2017,200
23/08/2017,172
24/08/2017,180
25/08/2017,184
26/08/2017,161
27/08/2017,169
28/08/2017,218
29/08/2017,201
30/08/2017,172
31/08/2017,139
01/09/2017,141
02/09/2017,161
03/09/2017,172
04/09/2017,207
05/09/2017,192
06/09/2017,180
07/09/2017,174
08/09/2017,182
09/09/2017,183
10/09/2017,190
11/09/2017,197
12/09/2017,220
13/09/2017,196
14/09/2017,175
15/09/2017,186
16/09/2017,195
17/09/2017,198
18/09/2017,203
19/09/2017,167
20/09/2017,190
21/09/2017,161
22/09/2017,195
23/09/2017,167
24/09/2017,183
25/09/2017,172
26/09/2017,216
27/09/2017,187
28/09/2017,169
29/09/2017,178
30/09/2017,178
01/10/2017,192
02/10/2017,149
03/10/2017,173
04/10/2017,179
05/10/2017,194
06/10/2017,200
07/10/2017,181
08/10/2017,192
09/10/2017,181
10/10/2017,196
11/10/2017,206
12/10/2017,191
13/10/2017,176
14/10/2017,190
15/10/2017,220
16/10/2017,205
17/10/2017,230
18/10/2017,189
19/10/2017,189
20/10/2017,197
21/10/2017,185
22/10/2017,196
23/10/2017,216
24/10/2017,191
25/10/2017,201
26/10/2017,209
27/10/2017,210
28/10/2017,200
29/10/2017,192
30/10/2017,212
31/10/2017,228
01/11/2017,219
02/11/2017,193
03/11/2017,217
04/11/2017,203
05/11/2017,214
06/11/2017,205
07/11/2017,227
08/11/2017,184
09/11/2017,197
10/11/2017,219
11/11/2017,215
12/11/2017,187
13/11/2017,230
14/11/2017,220
15/11/2017,221
16/11/2017,206
17/11/2017,194
18/11/2017,206
19/11/2017,203
20/11/2017,220
21/11/2017,207
22/11/2017,204
23/11/2017,226
24/11/2017,197
25/11/2017,238
26/11/2017,201
27/11/2017,220
28/11/2017,234
29/11/2017,228
30/11/2017,212
01/12/2017,214
02/12/2017,227
03/12/2017,223
04/12/2017,210
05/12/2017,220
06/12/2017,193
07/12/2017,202
08/12/2017,226
09/12/2017,225
10/12/2017,194
11/12/2017,236
12/12/2017,208
13/12/2017,185
14/12/2017,215
15/12/2017,221
16/12/2017,232
17/12/2017,205
18/12/2017,244
19/12/2017,221
20/12/2017,224
21/12/2017,208
22/12/2017,227
23/12/2017,219
24/12/2017,202
25/12/2017,264
26/12/2017,241
27/12/2017,231
28/12/2017,220
29/12/2017,237
30/12/2017,225
31/12/2017,203
01/01/2018,208
02/01/2018,243
03/01/2018,215
04/01/2018,231
05/01/2018,226
06/01/2018,221
07/01/2018,208
08/01/2018,205
09/01/2018,218
10/01/2018,235
11/01/2018,229
12/01/2018,227
13/01/2018,203
14/01/2018,200
15/01/2018,217
16/01/2018,224
17/01/2018,252
18/01/2018,239
19/01/2018,247
20/01/2018,221
21/01/2018,243
22/01/2018,237
23/01/2018,237
24/01/2018,227
25/01/2018,225
26/01/2018,229
27/01/2018,245
28/01/2018,233
29/01/2018,241
30/01/2018,202
31/01/2018,220
01/02/2018,248
02/02/2018,235
03/02/2018,241
04/02/2018,231
05/02/2018,229
06/02/2018,211
07/02/2018,229
08/02/2018,215
09/02/2018,235
10/02/2018,224
11/02/2018,196
12/02/2018,206
13/02/2018,204
14/02/2018,216
15/02/2018,202
16/02/2018,223
17/02/2018,207
18/02/2018,200
19/02/2018,216
20/02/2018,216
21/02/2018,196
22/02/2018,242
23/02/2018,205
24/02/2018,228
25/02/2018,208
26/02/2018,233
27/02/2018,221
28/02/2018,222
01/03/2018,230
02/03/2018,251
03/03/2018,231
04/03/2018,222
05/03/2018,199
06/03/2018,215
07/03/2018,202
08/03/2018,225
09/03/2018,227
10/03/2018,208
11/03/2018,217
12/03/2018,225
13/03/2018,205
14/03/2018,213
15/03/2018,194
16/03/2018,215
17/03/2018,210
18/03/2018,192
19/03/2018,220
20/03/2018,190
21/03/2018,220
22/03/2018,236
23/03/2018,190
24/03/2018,214
25/03/2018,197
26/03/2018,228
27/03/2018,203
28/03/2018,213
29/03/2018,211
30/03/2018,195
31/03/2018,161
01/04/2018,193
02/04/2018,248
03/04/2018,191
04/04/2018,213
05/04/2018,216
06/04/2018,210
07/04/2018,194
08/04/2018,200
09/04/2018,219
10/04/2018,220
11/04/2018,192
12/04/2018,223
13/04/2018,212
14/04/2018,197
15/04/2018,179
16/04/2018,198
17/04/2018,233
18/04/2018,193
19/04/2018,185
20/04/2018,204
21/04/2018,206
22/04/2018,198
23/04/2018,211
24/04/2018,215
25/04/2018,231
26/04/2018,217
27/04/2018,216
28/04/2018,180
29/04/2018,192
30/04/2018,191
01/05/2018,202
02/05/2018,183
03/05/2018,202
04/05/2018,206
05/05/2018,175
06/05/2018,215
07/05/2018,215
08/05/2018,189
09/05/2018,210
10/05/2018,189
11/05/2018,217
12/05/2018,206
13/05/2018,177
14/05/2018,202
15/05/2018,188
16/05/2018,232
17/05/2018,190
18/05/2018,196
19/05/2018,194
20/05/2018,196
21/05/2018,206
22/05/2018,220
23/05/2018,209
24/05/2018,174
25/05/2018,207
26/05/2018,205
27/05/2018,180
28/05/2018,188
29/05/2018,201
30/05/2018,155
31/05/2018,169
01/06/2018,204
02/06/2018,184
03/06/2018,165
04/06/2018,205
05/06/2018,221
06/06/2018,220
07/06/2018,189
08/06/2018,200
09/06/2018,202
10/06/2018,175
11/06/2018,174
12/06/2018,179
13/06/2018,179
14/06/2018,205
15/06/2018,188
16/06/2018,194
17/06/2018,176
18/06/2018,230
19/06/2018,215
20/06/2018,194
21/06/2018,199
22/06/2018,172
23/06/2018,212
24/06/2018,194
25/06/2018,192
26/06/2018,187
27/06/2018,188
28/06/2018,183
29/06/2018,190
30/06/2018,199
01/07/2018,175
02/07/2018,178
03/07/2018,200
04/07/2018,218
05/07/2018,197
06/07/2018,194
07/07/2018,192
08/07/2018,211
09/07/2018,207
10/07/2018,194
11/07/2018,189
12/07/2018,195
13/07/2018,202
14/07/2018,205
15/07/2018,175
16/07/2018,199
17/07/2018,223
18/07/2018,208
19/07/2018,192
20/07/2018,202
21/07/2018,191
22/07/2018,180
23/07/2018,195
24/07/2018,180
25/07/2018,195
26/07/2018,200
27/07/2018,189
28/07/2018,162
29/07/2018,180
30/07/2018,221
31/07/2018,189
01/08/2018,176
02/08/2018,199
03/08/2018,171
04/08/2018,193
05/08/2018,198
06/08/2018,202
07/08/2018,219
08/08/2018,176
09/08/2018,211
10/08/2018,201
11/08/2018,196
12/08/2018,214
13/08/2018,220
14/08/2018,198
15/08/2018,200
16/08/2018,214
17/08/2018,179
18/08/2018,188
19/08/2018,175
20/08/2018,181
21/08/2018,183
22/08/2018,207
23/08/2018,176
24/08/2018,191
25/08/2018,197
26/08/2018,190
27/08/2018,183
28/08/2018,204
29/08/2018,174
30/08/2018,197
31/08/2018,177
01/09/2018,184
02/09/2018,172
03/09/2018,205
04/09/2018,173
05/09/2018,181
06/09/2018,173
07/09/2018,191
08/09/2018,211
09/09/2018,189
10/09/2018,206
11/09/2018,197
12/09/2018,179
13/09/2018,203
14/09/2018,161
15/09/2018,160
16/09/2018,160
17/09/2018,189
18/09/2018,180
19/09/2018,217
20/09/2018,190
21/09/2018,171
22/09/2018,198
23/09/2018,174
24/09/2018,188
25/09/2018,181
26/09/2018,169
27/09/2018,188
28/09/2018,189
29/09/2018,196
30/09/2018,212
01/10/2018,223
02/10/2018,164
03/10/2018,219
04/10/2018,183
05/10/2018,170
06/10/2018,197
07/10/2018,198
08/10/2018,211
09/10/2018,181
10/10/2018,199
11/10/2018,195
12/10/2018,207
13/10/2018,174
14/10/2018,186
15/10/2018,183
16/10/2018,189
17/10/2018,196
18/10/2018,229
19/10/2018,184
20/10/2018,166
21/10/2018,218
22/10/2018,196
23/10/2018,203
24/10/2018,211
25/10/2018,211
26/10/2018,193
27/10/2018,188
28/10/2018,77
29/10/2018,214
30/10/2018,232
31/10/2018,181
01/11/2018,218
02/11/2018,206
03/11/2018,206
04/11/2018,209
05/11/2018,208
06/11/2018,213
07/11/2018,210
08/11/2018,183
09/11/2018,204
10/11/2018,212
11/11/2018,173
12/11/2018,202
13/11/2018,199
14/11/2018,197
15/11/2018,245
16/11/2018,219
17/11/2018,187
18/11/2018,212
19/11/2018,244
20/11/2018,208
21/11/2018,211
22/11/2018,186
23/11/2018,212
24/11/2018,203
25/11/2018,205
26/11/2018,212
27/11/2018,237
28/11/2018,245
29/11/2018,212
30/11/2018,224
01/12/2018,205
02/12/2018,193
03/12/2018,220
04/12/2018,227
05/12/2018,206
06/12/2018,208
07/12/2018,194
08/12/2018,213
09/12/2018,191
10/12/2018,263
11/12/2018,193
12/12/2018,231
13/12/2018,204
14/12/2018,212
15/12/2018,227
16/12/2018,202
17/12/2018,218
18/12/2018,194
19/12/2018,253
20/12/2018,217
21/12/2018,238
22/12/2018,218
23/12/2018,216
24/12/2018,223
25/12/2018,216
26/12/2018,236
27/12/2018,250
28/12/2018,242
29/12/2018,233
30/12/2018,206
31/12/2018,250
01/01/2019,262
02/01/2019,237
03/01/2019,235
04/01/2019,246
05/01/2019,258
06/01/2019,276
07/01/2019,282
08/01/2019,285
09/01/2019,295
10/01/2019,268
11/01/2019,269
12/01/2019,272
13/01/2019,236
14/01/2019,303
15/01/2019,269
16/01/2019,306
17/01/2019,279
18/01/2019,273
19/01/2019,286
20/01/2019,265
21/01/2019,284
22/01/2019,262
23/01/2019,260
24/01/2019,294
25/01/2019,290
26/01/2019,288
27/01/2019,278
28/01/2019,282
29/01/2019,280
30/01/2019,273
31/01/2019,277
01/02/2019,255
02/02/2019,247
03/02/2019,253
04/02/2019,278
05/02/2019,239
06/02/2019,245
07/02/2019,285
08/02/2019,231
09/02/2019,244
10/02/2019,209
11/02/2019,226
12/02/2019,225
13/02/2019,239
14/02/2019,226
15/02/2019,220
16/02/2019,219
17/02/2019,214
18/02/2019,235
19/02/2019,239
20/02/2019,245
21/02/2019,235
22/02/2019,234
23/02/2019,199
24/02/2019,228
25/02/2019,230
26/02/2019,241
27/02/2019,241
28/02/2019,212
01/03/2019,224
02/03/2019,233
03/03/2019,195
04/03/2019,227
05/03/2019,216
06/03/2019,228
07/03/2019,218
08/03/2019,228
09/03/2019,212
10/03/2019,199
11/03/2019,214
12/03/2019,218
13/03/2019,190
14/03/2019,224
15/03/2019,192
16/03/2019,205
17/03/2019,211
18/03/2019,225
19/03/2019,233
20/03/2019,224
21/03/2019,201
22/03/2019,213
23/03/2019,189
24/03/2019,215
25/03/2019,198
26/03/2019,226
27/03/2019,217
28/03/2019,217
29/03/2019,242
30/03/2019,218
31/03/2019,183
01/04/2019,223
02/04/2019,198
03/04/2019,217
04/04/2019,202
05/04/2019,193
06/04/2019,191
07/04/2019,207
08/04/2019,205
09/04/2019,222
10/04/2019,196
11/04/2019,192
12/04/2019,202
13/04/2019,201
14/04/2019,198
15/04/2019,193
16/04/2019,199
17/04/2019,215
18/04/2019,195
19/04/2019,206
20/04/2019,194
21/04/2019,196
22/04/2019,205
23/04/2019,195
24/04/2019,194
25/04/2019,214
26/04/2019,198
27/04/2019,217
28/04/2019,188
29/04/2019,220
30/04/2019,230
01/05/2019,217
02/05/2019,197
03/05/2019,217
04/05/2019,214
05/05/2019,193
06/05/2019,233
07/05/2019,198
08/05/2019,175
09/05/2019,207
10/05/2019,220
11/05/2019,169
12/05/2019,214
13/05/2019,205
14/05/2019,213
15/05/2019,192
16/05/2019,202
17/05/2019,210
18/05/2019,188
19/05/2019,181
20/05/2019,190
21/05/2019,223
22/05/2019,190
23/05/2019,191
24/05/2019,220
25/05/2019,193
26/05/2019,170
27/05/2019,190
28/05/2019,200
29/05/2019,211
30/05/2019,223
31/05/2019,198
01/06/2019,204
02/06/2019,194
03/06/2019,172
04/06/2019,191
05/06/2019,219
06/06/2019,190
07/06/2019,183
08/06/2019,214
09/06/2019,182
10/06/2019,239
11/06/2019,192
12/06/2019,183
13/06/2019,177
14/06/2019,219
15/06/2019,165
16/06/2019,196
17/06/2019,232
18/06/2019,204
19/06/2019,176
20/06/2019,179
21/06/2019,174
22/06/2019,217
23/06/2019,207
24/06/2019,185
25/06/2019,194
26/06/2019,201
27/06/2019,206
28/06/2019,194
29/06/2019,203
30/06/2019,180
01/07/2019,195
02/07/2019,200
03/07/2019,215
04/07/2019,202
05/07/2019,167
06/07/2019,191
07/07/2019,178
08/07/2019,181
09/07/2019,169
10/07/2019,206
11/07/2019,172
12/07/2019,181
13/07/2019,182
14/07/2019,172
15/07/2019,191
16/07/2019,181
17/07/2019,181
18/07/2019,188
19/07/2019,191
20/07/2019,184
21/07/2019,182
22/07/2019,203
23/07/2019,215
24/07/2019,181
25/07/2019,171
26/07/2019,198
27/07/2019,132
28/07/2019,210
29/07/2019,222
30/07/2019,189
31/07/2019,199
01/08/2019,201
02/08/2019,211
03/08/2019,181
04/08/2019,187
05/08/2019,197
06/08/2019,154
07/08/2019,200
08/08/2019,178
09/08/2019,178
10/08/2019,189
11/08/2019,181
12/08/2019,178
13/08/2019,184
14/08/2019,182
15/08/2019,190
16/08/2019,168
17/08/2019,197
18/08/2019,180
19/08/2019,183
20/08/2019,177
21/08/2019,198
22/08/2019,180
23/08/2019,164
24/08/2019,169
25/08/2019,215
26/08/2019,179
27/08/2019,197
28/08/2019,172
29/08/2019,219
30/08/2019,178
31/08/2019,203
01/09/2019,186
02/09/2019,199
03/09/2019,189
04/09/2019,201
05/09/2019,193
06/09/2019,199
07/09/2019,178
08/09/2019,175
09/09/2019,193
10/09/2019,184
11/09/2019,172
12/09/2019,200
13/09/2019,182
14/09/2019,184
15/09/2019,178
16/09/2019,188
17/09/2019,173
18/09/2019,183
19/09/2019,185
20/09/2019,214
21/09/2019,165
22/09/2019,176
23/09/2019,190
24/09/2019,201
25/09/2019,229
26/09/2019,198
27/09/2019,209
28/09/2019,177
29/09/2019,186
30/09/2019,204
01/10/2019,208
02/10/2019,203
03/10/2019,203
04/10/2019,224
05/10/2019,183
06/10/2019,168
07/10/2019,209
08/10/2019,218
09/10/2019,170
10/10/2019,200
11/10/2019,202
12/10/2019,169
13/10/2019,168
14/10/2019,208
15/10/2019,191
16/10/2019,200
17/10/2019,200
18/10/2019,174
19/10/2019,187
20/10/2019,215
21/10/2019,236
22/10/2019,196
23/10/2019,182
24/10/2019,197
25/10/2019,184
26/10/2019,188
27/10/2019,202
28/10/2019,205
29/10/2019,180
30/10/2019,193
31/10/2019,200
01/11/2019,208
02/11/2019,218
03/11/2019,222
04/11/2019,220
05/11/2019,220
06/11/2019,191
07/11/2019,217
08/11/2019,206
09/11/2019,207
10/11/2019,199
11/11/2019,219
12/11/2019,201
13/11/2019,183
14/11/2019,195
15/11/2019,199
16/11/2019,190
17/11/2019,190
18/11/2019,188
19/11/2019,221
20/11/2019,192
21/11/2019,178
22/11/2019,206
23/11/2019,220
24/11/2019,202
25/11/2019,202
26/11/2019,213
27/11/2019,212
28/11/2019,197
29/11/2019,212
30/11/2019,224
01/12/2019,202
02/12/2019,208
03/12/2019,204
04/12/2019,191
05/12/2019,193
06/12/2019,205
07/12/2019,218
08/12/2019,188
09/12/2019,192
10/12/2019,205
11/12/2019,207
12/12/2019,207
13/12/2019,225
14/12/2019,198
15/12/2019,220
16/12/2019,212
17/12/2019,205
18/12/2019,238
19/12/2019,234
20/12/2019,239
21/12/2019,237
22/12/2019,216
23/12/2019,231
24/12/2019,221
25/12/2019,216
26/12/2019,228
27/12/2019,215
28/12/2019,225
29/12/2019,203
30/12/2019,235
31/12/2019,259
01/01/2020,228
02/01/2020,210
03/01/2020,261
04/01/2020,257
05/01/2020,245
06/01/2020,264
07/01/2020,234
08/01/2020,260
09/01/2020,245
10/01/2020,252
11/01/2020,284
12/01/2020,227
13/01/2020,237
14/01/2020,272
15/01/2020,258
16/01/2020,259
17/01/2020,276
18/01/2020,265
19/01/2020,246
20/01/2020,253
21/01/2020,269
22/01/2020,244
23/01/2020,271
24/01/2020,244
25/01/2020,264
26/01/2020,258
27/01/2020,273
28/01/2020,268
29/01/2020,249
30/01/2020,226
31/01/2020,259
01/02/2020,222
02/02/2020,242
03/02/2020,243
04/02/2020,229
05/02/2020,248
06/02/2020,220
07/02/2020,230
08/02/2020,228
09/02/2020,204
10/02/2020,246
11/02/2020,184
12/02/2020,234
13/02/2020,222
14/02/2020,225
15/02/2020,215
16/02/2020,204
17/02/2020,219
18/02/2020,211
19/02/2020,235
20/02/2020,198
21/02/2020,220
22/02/2020,176
23/02/2020,195
24/02/2020,236
25/02/2020,208
26/02/2020,198
27/02/2020,245
28/02/2020,206
29/02/2020,217
01/03/2020,195
02/03/2020,231
03/03/2020,208
04/03/2020,221
05/03/2020,202
06/03/2020,203
07/03/2020,193
08/03/2020,230
09/03/2020,196
10/03/2020,202
11/03/2020,224
12/03/2020,237
13/03/2020,213
14/03/2020,200
15/03/2020,205
16/03/2020,254
17/03/2020,213
18/03/2020,270
19/03/2020,265
20/03/2020,281
21/03/2020,217
22/03/2020,250
23/03/2020,250
24/03/2020,236
25/03/2020,231
26/03/2020,242
27/03/2020,274
28/03/2020,269
29/03/2020,283
30/03/2020,296
31/03/2020,293
01/04/2020,311
02/04/2020,308
03/04/2020,327
